TITRE,PRIX,ARR,LINK,M2,PIECES
Charming equipped renovated studio,€600,"Paris,FR",https://paris.craigslist.org/apa/d/charming-equipped-renovated-studio/6776107573.html,,1
Charming equipped renovated studio,€600,"Paris,FR",https://paris.craigslist.org/apa/d/charming-equipped-renovated-studio/6776108336.html,,1
Affordable Studio  Apt,€550,"Paris,FR",https://paris.craigslist.org/apa/d/affordable-studio-apt/6776107884.html,,1
This Beautiful Studio apt available in 7th arrondissement,€450,7th arrondissement,https://paris.craigslist.org/apa/d/this-beautiful-studio-apt-available-in/6776102416.html,,1
A superb furnished apt studio in Paris,€450,6th Arrondissement,https://paris.craigslist.org/apa/d/superb-furnished-apt-studio-in-paris/6776099378.html,,1
Studio Apartment In Rue des Jeuneurs,€550,Paris,https://paris.craigslist.org/apa/d/studio-apartment-in-rue-des-jeuneurs/6754994582.html,15,1
The Treasury Montmartre - luxury 2 bed Apartment With Wireless Network,€700,Rue Caulaincourt,https://paris.craigslist.org/apa/d/the-treasury-montmartre-luxury-2-bed/6758533118.html,70,1
LOUVRE LOVELY APARTMENT LOCATED IN PARIS,€600,Rue Pierre Lescot,https://paris.craigslist.org/apa/d/louvre-lovely-apartment-located-in-paris/6758532766.html,30,1
Lovely Apartment In Paris,€450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6755016572.html,13,1
"Cute Classic Studio Near Market Street, Paris",€900,Paris,https://paris.craigslist.org/apa/d/cute-classic-studio-near-market-street/6771647612.html,90,1
"Cute Classic Studio Near Market Street, Paris",€900,Paris,https://paris.craigslist.org/apa/d/cute-classic-studio-near-market-street/6771527340.html,70,1
Paris apartment rental near Invalides,€2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6776075378.html,58,
studio  Eiffel Tower,€990,LA MOTTE PICQUET GRENELLE,https://paris.craigslist.org/apa/d/studio-eiffel-tower/6775502564.html,24,
PARIS 15  tour eiffel /  2 bedrooms - long term,€1890,Rue Dupleix,https://paris.craigslist.org/apa/d/paris-15-tour-eiffel-2-bedrooms-long/6773133539.html,41,2
Studio rue de Richelieu,€900,2ème arrondissement,https://paris.craigslist.org/apa/d/studio-rue-de-richelieu/6775441059.html,18,
Apartment studio near Charles Michels in Paris,€1250,15th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-charles-michels/6775427419.html,34,
Paris apartment rental near Buttes Chaumont,€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-buttes/6775438557.html,40,
Beautiful Studio with loft in 3rd Arrondissement,€500,3rd Arrondissement,https://paris.craigslist.org/apa/d/beautiful-studio-with-loft-in-3rd/6775316735.html,,1
Amazing studio / Amazing studio in Rue du Temple,€500,4th Arrondissement,https://paris.craigslist.org/apa/d/amazing-studio-amazing-studio-in-rue-du/6775311824.html,,1
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6775301682.html,40,
Furnished 2BR apartment (46sqm) rue Berzélius,€1550,Paris 17th arrondissement,https://paris.craigslist.org/apa/d/furnished-2br-apartment-46sqm-rue/6775301518.html,46,
2 pièces 25m² Rue de la Mare,€900,20ème,https://paris.craigslist.org/apa/d/2-pices-25m-rue-de-la-mare/6775278254.html,25,
"Studio 20 sqm, rue de la Fontaine au Roi",€1065,11th arrondissement,https://paris.craigslist.org/apa/d/studio-20-sqm-rue-de-la-fontaine-au-roi/6775279151.html,20,
Appartement à La Villette à Paris,€1127,19ème arrondissement,https://paris.craigslist.org/apa/d/appartement-la-villette-paris/6775277770.html,35,
"PROMO ! last minute ! 2 arrdt ,Wifi , quiet , all equipted",€780,"montorgueil , Beaubourg ,le Louvre",https://paris.craigslist.org/apa/d/promo-last-minute-2-arrdt-wifi-quiet/6775134646.html,60,1
NICE STUDIO BASTILLE SHORT PERIODS,€60,BASTILLE,https://paris.craigslist.org/apa/d/nice-studio-bastille-short-periods/6774637750.html,15,2
Les Bouquinistes de NOTRE-DAME studio !,€60,Paris,https://paris.craigslist.org/apa/d/les-bouquinistes-de-notre-dame-studio/6774627401.html,,1
Furnished Studio Apartment in heart of Paris,€400,6th Arrondissement,https://paris.craigslist.org/apa/d/furnished-studio-apartment-in-heart-of/6774503490.html,,1
Lovely Studio Apt Available in rue du Temple 4th Arrondissement,€500,4th Arrondissement,https://paris.craigslist.org/apa/d/lovely-studio-apt-available-in-rue-du/6774497808.html,,1
Rue Duvergier 90 sqm 2 BR 14th floor far views,€2000,"Paris 19th, France",https://paris.craigslist.org/apa/d/rue-duvergier-90-sqm-2-br-14th-floor/6753500023.html,90,2
"Studio 35m2 + Mezzanine, Rue de Lisbonne Paris8è",€505,505€ PER MONTH,https://paris.craigslist.org/apa/d/studio-35m2-mezzanine-rue-de-lisbonne/6762774743.html,35,1
Studio 48m2 à 9min de l' Uni. Panthéon-Sorbonne Paris1,€525,525€ PER MONTH,https://paris.craigslist.org/apa/d/studio-48m2-9min-de-uni-panthon/6762766552.html,48,1
Bel 1 Chambre 50m² au coeur de Paris 19è,€575,575€ PER MONTH,https://paris.craigslist.org/apa/d/bel-1-chambre-50m-au-coeur-de-paris-19/6762759565.html,50,1
Bearifull studio on paris 16,€1350,Paris 16,https://paris.craigslist.org/apa/d/bearifull-studio-on-paris-16/6774479092.html,,1
Paris apartment rental near Buttes Chaumont,€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-buttes/6774473867.html,40,
Paris apartment rental near Commerce,€1290,15th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-commerce/6774461215.html,35,
Offering free WiFi and city views,€500,Boulevard de Sébastopol,https://paris.craigslist.org/apa/d/offering-free-wifi-and-city-views/6774132460.html,,1
.....Offering free WiFi and city views,€500,Boulevard de Sébastopol,https://paris.craigslist.org/apa/d/offering-free-wifi-and-city-views/6774132075.html,,1
----Offering free WiFi and city views,€500,Boulevard de Sébastopol,https://paris.craigslist.org/apa/d/offering-free-wifi-and-city-views/6774131961.html,,1
meuble 2 pieces + mezzanine,€1800,Rue Marie Stuart,https://paris.craigslist.org/apa/d/meuble-2-pieces-mezzanine/6774141293.html,36,1
Grand 2 pièces de 50sqm rue d'Hauteville,€1800,10ème arrondissement,https://paris.craigslist.org/apa/d/grand-2-pices-de-50sqm-rue-dhauteville/6773984592.html,50,
Studio Avenue Georges Mandel,€1450,16ème arrondissement,https://paris.craigslist.org/apa/d/studio-avenue-georges-mandel/6773988753.html,36,
House à Place d'Italie à Paris,€1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie-paris/6773984443.html,60,
Paris apartment rental near Buttes Chaumont,€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-buttes/6773985290.html,40,
Spacious & Classic 3 Bedroom Apartment!,€4200,Paris Sevres Babylone Bon Marche,https://paris.craigslist.org/apa/d/spacious-classic-3-bedroom-apartment/6773884558.html,,
Stunning One Bedroom Apartment @ 70m2,€2575,Paris Voltaire - Avenue Parmentier,https://paris.craigslist.org/apa/d/stunning-one-bedroom-apartment-70m2/6773879992.html,,
Stunning Apartment  (3 beds) in a private street!,€2799,South-West Issy les Moulineaux - Rue Claude Matrat- 3 Rue Ra,https://paris.craigslist.org/apa/d/stunning-apartment-3-beds-in-private/6773882754.html,,
3 Bedroom apartment with balcony!,€2999,North-West St Cloud - Allee Florent Schmitt -,https://paris.craigslist.org/apa/d/3-bedroom-apartment-with-balcony/6773883343.html,,
- 2 Bedroom apartment with elevator and balcony-,€2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/2-bedroom-apartment-with-elevator-and/6773872456.html,,
Amazing loft apartment with beautiful courtyard,€1650,Paris Ledru Rollin - Rue Faubourg St Antoine,https://paris.craigslist.org/apa/d/amazing-loft-apartment-with-beautiful/6773867365.html,,
"Beautiful, fully equipped 1 Bedroom apartment!",€1460,Paris Dupleix - Boulevard de Grenelle,https://paris.craigslist.org/apa/d/beautiful-fully-equipped-1-bedroom/6773863480.html,,
"- 70m2 , Stylish and modern rooftop apartment!",€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6773871950.html,,
Apartment with Parisian Comfort!,€1650,Paris Pyrenees Rue des Pyrenees,https://paris.craigslist.org/apa/d/apartment-with-parisian-comfort/6773868418.html,,
Sunny fully-furnished 1-bedroom flat in 18th arrondissement,€1450,Paris Marcadet Poissoniers - Rue Marcadet,https://paris.craigslist.org/apa/d/sunny-fully-furnished-1-bedroom-flat-in/6773862807.html,,
Lovely 2 Bedroom Apartment facing east!,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/lovely-2-bedroom-apartment-facing-east/6773871193.html,,
Spacious 1 bedroom  4th floor apartment with elevator!,€1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-1-bedroom-4th-floor-apartment/6773865077.html,,
Furnished 1 Bedroom Apartment- 43m2,€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/furnished-1-bedroom-apartment-43m2/6773866652.html,,
1 Bedroom apartment adjacent to Metro Cambronne!,€1550,Paris Cambronne - Villa Croix Nivert -,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6773865832.html,,
Calm and sunny fully furnished apartment !,€1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished/6773862130.html,,
Fully equipped ground floor apartment with loft sleeping area,€1190,Paris Miromesnil Champs Elysees - Rue la Boetie,https://paris.craigslist.org/apa/d/fully-equipped-ground-floor-apartment/6773861577.html,,
Well located Studio - 13m2,€750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/well-located-studio-13m2/6773858936.html,,
Charming and quiet studio in a great 17th century convent,€1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/charming-and-quiet-studio-in-great-17th/6773861150.html,,
Fully Furnished 1 Bedroom- 35m2 Apartment!,€1050,Paris Montmartre - Rue Labat-,https://paris.craigslist.org/apa/d/fully-furnished-1-bedroom-35m2-apartment/6773859631.html,,
A 24 sqm studio in Montmartre!,€1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6773860865.html,,1
Apartment studio near Villiers in Paris,€950,17th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-villiers-in-paris/6773818774.html,23,
2 pièces 25m² Rue de la Mare,€900,20ème,https://paris.craigslist.org/apa/d/2-pices-25m-rue-de-la-mare/6773818920.html,25,
"4th district, Studio Rue St Louis en l' Ile",€1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6773818765.html,,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6773819068.html,40,
Calm and sunny fully furnished apartment,€1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished-apartment/6773173756.html,,1
3 beds apartment on the 1st floor!,€2799,South-West Issy les Moulineaux - Rue Claude Matrat- 3 Rue Ra,https://paris.craigslist.org/apa/d/3-beds-apartment-on-the-1st-floor/6773204683.html,,
Large One Bedroom - 70m2,€2575,Paris Voltaire - Avenue Parmentier-,https://paris.craigslist.org/apa/d/large-one-bedroom-70m2/6773196248.html,,
- 70m2   Stylish and modern rooftop apartment,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6773191681.html,,
Apartment in the heart of Paris!,€1650,Paris Pyrenees Rue des Pyrenees,https://paris.craigslist.org/apa/d/apartment-in-the-heart-of-paris/6773188435.html,,
Furnished 50 m2 apartment with balcony,€1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-50-m2-apartment-with-balcony/6773183536.html,,
Nice 2 Bedroom - 65m2 Apartment facing East~,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/nice-2-bedroom-65m2-apartment-facing/6773190883.html,,
- 1 Bedroom Apartment Available - 43m2,€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/1-bedroom-apartment-available-43m2/6773186228.html,,
- 1 Bedroom 2 apartment adjacent to Metro Cambronne,€1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-2-apartment-adjacent-to-metro/6773185300.html,,
spacious 1 bedroom  4th floor apartment with elevator,€1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-1-bedroom-4th-floor-apartment/6773184129.html,,
Ground floor apartment with loft sleeping area,€1190,Paris Miromesnil Champs Elysees - Rue la Boetie,https://paris.craigslist.org/apa/d/ground-floor-apartment-with-loft/6773173156.html,,
A 24 sqm studio in Montmartre!,€1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6773170364.html,,1
Quiet and Parisian Studio!,€1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/quiet-and-parisian-studio/6773171335.html,,
Apartment next to Montmartre and Sacré Coeur,€1050,Paris Montmartre - Rue Labat-,https://paris.craigslist.org/apa/d/apartment-next-to-montmartre-and-sacr/6773168952.html,,
- Studio  with a large terrace - 15m2,€800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-large-terrace-15m2/6773167809.html,,
Compact Studio - 13m2,€750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/compact-studio-13m2/6773166504.html,,
Secure underground parking place.,€60,Paris,https://paris.craigslist.org/apa/d/secure-underground-parking-place/6773165721.html,,
Charmant studio meublé 25m² Paris 20ième,€500,Paris,https://paris.craigslist.org/apa/d/charmant-studio-meubl-25m-paris-20ime/6773143561.html,25,
"PROMO ! last minute ! 2 rooms,Wifi , quiet , all equipted",€780,"montorgueil , Beaubourg ,le Louvre",https://paris.craigslist.org/apa/d/promo-last-minute-2-roomswifi-quiet-all/6764129397.html,60,1
"PROMO ! last minute ! 2 arrdt ,Wifi , quiet , all equipted",€780,"le Louvre,LaCanopée ,les halles,la seine",https://paris.craigslist.org/apa/d/promo-last-minute-2-arrdt-wifi-quiet/6773070327.html,60,1
Charming 3 Bedroom - 110m2 Apartment!,€4200,Paris Sevres Babylone Bon Marche,https://paris.craigslist.org/apa/d/charming-3-bedroom-110m2-apartment/6772463879.html,,
Appartement à Quartier Latin à Paris,€4000,,https://paris.craigslist.org/apa/d/appartement-quartier-latin-paris/6772462362.html,95,
Beautiful 2 Bedroom Apartment- 84m2,€2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/beautiful-2-bedroom-apartment-84m2/6772454347.html,,
Apartment studio near Marais in Paris,€960,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6772461976.html,21,
3 Bedroom  apartment with balcony and view over Paris.,€2999,North-West St Cloud - Allee Florent Schmitt -,https://paris.craigslist.org/apa/d/3-bedroom-apartment-with-balcony-and/6772461812.html,,
Perfect apartment! in a family friendly private street,€2799,South-West Issy les Moulineaux - Rue Claude Matrat- 3 Rue Ra,https://paris.craigslist.org/apa/d/perfect-apartment-in-family-friendly/6772460329.html,,
Large one bedroom 70m2 apartment!,€2575,Paris Voltaire - Avenue Parmentier,https://paris.craigslist.org/apa/d/large-one-bedroom-70m2-apartment/6772456487.html,,
- Studio - One block from metro Rambuteau!,€1699,Paris Marais - Rue des Haudriettes,https://paris.craigslist.org/apa/d/studio-one-block-from-metro-rambuteau/6772434426.html,,
Fifth floor apartment without elevator**,€1475,Paris Reaumur - Sebastopol- Rue St Denis,https://paris.craigslist.org/apa/d/fifth-floor-apartment-without-elevator/6772410826.html,,1
- 70m2.. Stylish and modern rooftop apartment,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6772438923.html,,
2 beds with plenty of storage!,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/2-beds-with-plenty-of-storage/6772435949.html,,
Spacious Apartment!,€1650,Paris Pyrenees Rue des Pyrenees,https://paris.craigslist.org/apa/d/spacious-apartment/6772432247.html,,
"Beautiful, fully equipped 1 Bedroom apartment!",€1460,Paris Dupleix - Boulevard de Grenelle,https://paris.craigslist.org/apa/d/beautiful-fully-equipped-1-bedroom/6772408424.html,,
Amazing loft apartment with beautiful courtyard!,€1650,Paris Ledru Rollin - Rue Faubourg St Antoine,https://paris.craigslist.org/apa/d/amazing-loft-apartment-with-beautiful/6772426726.html,,
