ID,TITRE,PRIX,ARR,LINK,M2,PIECES
984,Studio-Apartments-very-close 2 Louvre,450,Rue du Pélican,https://paris.craigslist.org/apa/d/studio-apartments-very-close-2-louvre/6799940049.html,,1
985,Un bel appartement lumineux pour la visite à Paris,2000,Châtillon,https://paris.craigslist.org/apa/d/un-bel-appartement-lumineux-pour-la/6799801685.html,,2
986,Studio Avenue Georges Mandel,1450,16ème  arrondissement,https://paris.craigslist.org/apa/d/studio-avenue-georges-mandel/6799473452.html,36,
987,"4th district, Studio Rue St Louis en l' Ile",1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6799473058.html,,
988,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6799472664.html,,
989,Appartement à Buttes Chaumont,860,19ème arrondissement,https://paris.craigslist.org/apa/d/appartement-buttes-chaumont/6799472490.html,20,
990,Appartement à Champ de Mars à Paris,1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars-paris/6799472416.html,37,
991,Studio Apartment 25min walk from the Eiffel Tower,500,Rue Auguste Vitu,https://paris.craigslist.org/apa/d/studio-apartment-25min-walk-from-the/6799434942.html,,1
992,Studio  AVAILABLE IN THE HEART OF Paris,450,Rue Mazarine,https://paris.craigslist.org/apa/d/studio-available-in-the-heart-of-paris/6793678384.html,,1
993,Parisian Apartment with a beautiful view,450,Rue de Trétaigne,https://paris.craigslist.org/apa/d/parisian-apartment-with-beautiful-view/6793147170.html,,1
994,Appartement proche de Moulin Rouge,600,Rue Cavallotti,https://paris.craigslist.org/apa/d/appartement-proche-de-moulin-rouge/6781630031.html,,1
995,Appartement proche de Moulin Rouge,600,Rue Cavallotti,https://paris.craigslist.org/apa/d/appartement-proche-de-moulin-rouge/6781630120.html,,1
996,Seventh floor 1 bedroom apartment with elevator and balcony,2299,Paris Wagram - Rue Philibert Delorme -,https://paris.craigslist.org/apa/d/seventh-floor-1-bedroom-apartment-with/6799410171.html,,
997,- 1 bedroom apartment(Luxury Residence),2100,North-West Neuilly-sur-Seine-Rue Chauveau,https://paris.craigslist.org/apa/d/1-bedroom-apartmentluxury-residence/6799407729.html,,
998,- Studio - One block from metro Rambuteau!,1699,Paris Marais - Rue des Haudriettes,https://paris.craigslist.org/apa/d/studio-one-block-from-metro-rambuteau/6799401727.html,,
999,- 1 bedroom -  very well located apartment**,1590,Paris Bastille Marais - Bd Richard Lenoir,https://paris.craigslist.org/apa/d/1-bedroom-very-well-located-apartment/6799399449.html,,
1000,"Amazing ""2 Bedroom flat"" facing East!",1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/amazing-2-bedroom-flat-facing-east/6799406622.html,,
1001,Renovated Apartment!! 1 Bedroom - 43m2,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-apartment-1-bedroom-43m2/6799400448.html,,
1002,1 bedroom apartment (on the second floor ),1299,Paris Goncourt - Rue Arthur Groussier-,https://paris.craigslist.org/apa/d/1-bedroom-apartment-on-the-second-floor/6799390134.html,,
1003,- 1 Bedroom  apartment adjacent to Metro Cambronne-,1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6799397487.html,,
1004,"1 Bedroom apartment, 5th floor",1100,Paris Avenue la Motte Piquet,https://paris.craigslist.org/apa/d/1-bedroom-apartment-5th-floor/6799387434.html,,
1005,Apartment: in the in the prestigious 16th district of Paris,1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/apartment-in-the-in-the-prestigious/6799396567.html,,
1006,1 Bedroom-  fully furnished,1050,Paris Montmartre - Rue Labat-,https://paris.craigslist.org/apa/d/1-bedroom-fully-furnished/6799385737.html,,
1007,Furnished 50m2 apartment with balcony,1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-50m2-apartment-with-balcony/6799393774.html,,
1008,Calm and sunny fully furnished apartment,1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished-apartment/6799387806.html,,
1009,- 1 Bedroom Apartment  in a very calm street!,1299,Paris Pernety - Rue de la Sabliere,https://paris.craigslist.org/apa/d/1-bedroom-apartment-in-very-calm-street/6799388518.html,,
1010,Charming and quiet studio,1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/charming-and-quiet-studio/6799386928.html,,
1011,Top floor 14m2 apartment with elevator,650,Paris Republique - Quai de Valmy,https://paris.craigslist.org/apa/d/top-floor-14m2-apartment-with-elevator/6799383415.html,,
1012,A 24 sqm studio in Montmartre!,1090,Paris Abbesses - Rue Durantin -,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6799386155.html,,
1013,Studio with elevator in perfect condition,800,Paris Passy - Rue Benjamin Franklin -,https://paris.craigslist.org/apa/d/studio-with-elevator-in-perfect/6799384785.html,,
1014,Your flat in Paris for a long term stay,,,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6799370931.html,,
1015,Paris apartment rental near Notre Dame,1242,5th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-notre-dame/6799370896.html,33,
1016,"Paris apartment rental on a quiet street, Villa Verlaine",1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6799370849.html,40,
1017,"1BR, 50sqm, avenue du General Leclerc",1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6799370782.html,50,
1018,Paris apartment rental near Martyrs,1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6799370740.html,63,
1019,Lovely Apartment In Paris,450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6799350847.html,13,1
1020,"2ème arrondissement, Studio rue de Richelieu",900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6799354049.html,18,
1021,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6799353956.html,,
1022,"1BR (26sqm), Rue des Roses",900,18th arrondissement,https://paris.craigslist.org/apa/d/1br-26sqm-rue-des-roses/6799353904.html,26,
1023,2 pièces 25m² Rue de la Mare,900,20ème,https://paris.craigslist.org/apa/d/2-pices-25m-rue-de-la-mare/6799353842.html,25,
1024,Furnished 2BR apartment (46sqm) rue Berzélius,1550,Paris 17th arrondissement,https://paris.craigslist.org/apa/d/furnished-2br-apartment-46sqm-rue/6799353770.html,46,
1025,Studio Luxueux Aux Buttes Chaumont,500,Rue Manin,https://paris.craigslist.org/apa/d/studio-luxueux-aux-buttes-chaumont/6779389945.html,27,1
1026,Studio Apartment In Rue des Jeuneurs,550,Paris,https://paris.craigslist.org/apa/d/studio-apartment-in-rue-des-jeuneurs/6781440311.html,15,1
1027,Studio Apartment In Rue des Jeuneurs,550,Paris,https://paris.craigslist.org/apa/d/studio-apartment-in-rue-des-jeuneurs/6781435232.html,15,1
1028,Studio Apartment In Rue des Jeuneurs,550,Paris,https://paris.craigslist.org/apa/d/studio-apartment-in-rue-des-jeuneurs/6781444690.html,15,1
1029,LOUVRE LOVELY APARTMENT LOCATED IN PARIS,600,Rue Pierre Lescot,https://paris.craigslist.org/apa/d/louvre-lovely-apartment-located-in-paris/6778989394.html,30,1
1030,Paris apartment rental near Dupleix,3495,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-dupleix/6799307146.html,107,
1031,Charming studio near Boulainvilliers,950,16th arrondissement,https://paris.craigslist.org/apa/d/charming-studio-near-boulainvilliers/6799306812.html,15,
1032,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6799306479.html,,
1033,Apartment near Marais on Rue des Gravilliers,1100,3rd arrondissement,https://paris.craigslist.org/apa/d/apartment-near-marais-on-rue-des/6799306193.html,25,
1034,Paris apartment rental near Invalides,2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6799305317.html,58,
1035,House à Place d'Italie,1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie/6798743214.html,60,
1036,Location appartement à Quartier Latin,4000,,https://paris.craigslist.org/apa/d/location-appartement-quartier-latin/6798741295.html,95,
1037,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6798739335.html,,
1038,Paris apartment rental near Martyrs,1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6798738330.html,63,
1039,Apartment on Rue Commines,1000,5th arrondissement,https://paris.craigslist.org/apa/d/apartment-on-rue-commines/6798737097.html,30,
1040,- Two Bedroom - loft apartment!,3399,Paris Jaques Bonsergent - Canal Saint Martin,https://paris.craigslist.org/apa/d/two-bedroom-loft-apartment/6798653663.html,,
1041,- 2 Bedroom apartment with elevator and balcony-,2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/2-bedroom-apartment-with-elevator-and/6798651525.html,,
1042,Nice Apartment in  Marais close to Bastille!,1590,Paris Bastille Marais - Bd Richard Lenoir,https://paris.craigslist.org/apa/d/nice-apartment-in-marais-close-to/6798646220.html,,
1043,1-bedroom (in a very convenient location),1299,Paris Goncourt - Rue Arthur Groussier,https://paris.craigslist.org/apa/d/1-bedroom-in-very-convenient-location/6798640649.html,,
1044,Very Sunny 1 bedroom apartment available!,2100,North-West Neuilly-sur-Seine-Rue Chauveau,https://paris.craigslist.org/apa/d/very-sunny-1-bedroom-apartment-available/6798650487.html,,
1045,'70m2' Stylish and modern rooftop apartment,1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6798649736.html,,
1046,3 Bedroom apartment with balcony,2999,North-West St Cloud - Allee Florent Schmitt,https://paris.craigslist.org/apa/d/3-bedroom-apartment-with-balcony/6798652443.html,,
1047,- 2 Bedroom  apartment in a very convenient location-,1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/2-bedroom-apartment-in-very-convenient/6798648662.html,,
1048,- 1 Bedroom apartment with balcony-,1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/1-bedroom-apartment-with-balcony/6798643345.html,,
1049,Calm and sunny fully furnished apartment,1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished-apartment/6798639235.html,,
1050,Furnished 1 Bedroom Apartment,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/furnished-1-bedroom-apartment/6798647210.html,,
1051,Spacious Apartment:  1 Bedroom - 36m2,1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-apartment-1-bedroom-36m2/6798644123.html,,
1052,- 1 Bedroom  apartment adjacent to Metro Cambronne,1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6798645061.html,,
1053,Charming and quiet studio **,1099,Paris Glaciere - Rue des Tanneries -,https://paris.craigslist.org/apa/d/charming-and-quiet-studio/6798637739.html,,
1054,- 1 Bedroom  apartment in a very calm street-,1299,Paris Pernety - Rue de la Sabliere,https://paris.craigslist.org/apa/d/1-bedroom-apartment-in-very-calm-street/6798639952.html,,
1055,** Studio Flat in a safe building**,1100,Paris Avenue la Motte Piquet - Boulevard Grenelle,https://paris.craigslist.org/apa/d/studio-flat-in-safe-building/6798638556.html,,
1056,Top floor Studio apartment with elevator,650,Paris Republique - Quai de Valmy,https://paris.craigslist.org/apa/d/top-floor-studio-apartment-with-elevator/6798630186.html,,
1057,Secure underground parking place,60,Paris,https://paris.craigslist.org/apa/d/secure-underground-parking-place/6798629830.html,,
1058,Studio with elevator in perfect condition****,800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-elevator-in-perfect/6798631090.html,,
1059,LOUVRE LOVELY APARTMENT LOCATED IN PARIS,600,Rue Pierre Lescot,https://paris.craigslist.org/apa/d/louvre-lovely-apartment-located-in-paris/6778989312.html,30,1
1060,Studio Luxueux Aux Buttes Chaumont,500,Rue Manin,https://paris.craigslist.org/apa/d/studio-luxueux-aux-buttes-chaumont/6778434832.html,27,1
1061,"4th district, Studio Rue St Louis en l' Ile",1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6798627958.html,,
1062,Your flat in Paris for a long term stay,,,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6798627879.html,,
1063,Studio à Strasbourg Saint Denis,850,10ème arrondissement,https://paris.craigslist.org/apa/d/studio-strasbourg-saint-denis/6798627815.html,16,
1064,"Appartement 2 chambres, Rue Custine",1990,18ème arrondissement,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6798627746.html,57,
1065,Grand 2 pièces de 50sqm rue d'Hauteville,1800,10ème arrondissement,https://paris.craigslist.org/apa/d/grand-2-pices-de-50sqm-rue-dhauteville/6798627675.html,50,
1066,Elegant Studio apartment heart of Paris,400,5th arrondissements,https://paris.craigslist.org/apa/d/elegant-studio-apartment-heart-of-paris/6798619160.html,,1
1067,Studio apartment availbale at 1st Arrondissement,350,1st Arrondissement,https://paris.craigslist.org/apa/d/studio-apartment-availbale-at-1st/6798612745.html,,1
1068,Grand appartement Rue Etienne Marcel,2700,2ème arrondissement,https://paris.craigslist.org/apa/d/grand-appartement-rue-etienne-marcel/6798611634.html,100,
1069,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6798611535.html,,
1070,Appartement à La Villette à Paris,1127,19ème arrondissement,https://paris.craigslist.org/apa/d/appartement-la-villette-paris/6798611470.html,35,
1071,"1BR, 50sqm, avenue du General Leclerc",1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6798611394.html,50,
1072,"1BR (26sqm), Rue des Roses",900,18th arrondissement,https://paris.craigslist.org/apa/d/1br-26sqm-rue-des-roses/6798611292.html,26,
1073,Lovely Apartment In Paris,450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6778415917.html,13,1
1074,Apartment studio near Villiers in Paris,950,17th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-villiers-in-paris/6797931660.html,23,
1075,Paris apartment rental near Saint-Germain-des-Prés,1500,6th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-saint/6797931318.html,32,
1076,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6797930957.html,,
1077,"Paris apartment rental on a quiet street, Villa Verlaine",1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6797930702.html,40,
1078,"1BR (26sqm), Rue des Roses",900,18th arrondissement,https://paris.craigslist.org/apa/d/1br-26sqm-rue-des-roses/6797929852.html,26,
1079,":Apartment in a Quiet Street""",2100,North-West Neuilly-sur-Seine-Rue Chauveau,https://paris.craigslist.org/apa/d/apartment-in-quiet-street/6797852565.html,,
1080,Seventh floor 1 bedroom apartment with elevator and balcony,2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/seventh-floor-1-bedroom-apartment-with/6797853596.html,,
1081,"1BR, 50sqm, avenue du General Leclerc",1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6797859893.html,50,
1082,1 bedroom  bedroom apartment is very well located !,1590,Paris Bastille Marais - Bd Richard Lenoir-,https://paris.craigslist.org/apa/d/1-bedroom-bedroom-apartment-is-very/6797840500.html,,
1083,Stylish and modern rooftop apartment!,1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/stylish-and-modern-rooftop-apartment/6797850941.html,,
1084,Spacious Apartment:  1 Bedroom - 36m2,1499,Paris Victor Hugo - Rue Lauriston -,https://paris.craigslist.org/apa/d/spacious-apartment-1-bedroom-36m2/6797838534.html,,
1085,- 2 Bedroom apartment in a very convenient location-,1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/2-bedroom-apartment-in-very-convenient/6797844127.html,,
1086,Furnished 50m2 apartment with balcony,1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-50m2-apartment-with-balcony/6797837191.html,,
1087,Renovated 1 Bedroom - 43m2 Apartment**,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-1-bedroom-43m2-apartment/6797841406.html,,
